movie_id,cast_id
187457,18273
213595,18273
243739,18273
283422,18273
475224,18273
781435,18273
922617,18273
765442,18273
1456472,18273
97884,8516
191636,8516
280653,8516
340086,8516
363532,8516
414879,8516
808230,8516
1594503,8516
97884,6089
97892,378
102590,378
107822,378
107861,378
112722,378
113321,378
115964,378
119535,378
120722,378
158369,378
209013,378
304328,378
328538,378
317705,378
361841,378
402850,378
1870529,378
1262990,378
2893490,378
5462602,378
97892,2190
99088,2190
101523,2190
108550,2190
109447,2190
110168,2190
110867,2190
114168,2190
140785,2190
206367,2190
209486,2190
215516,2190
289652,2190
314431,2190
303830,2190
409034,2190
787462,2190
369436,2190
483756,2190
838283,2190
910905,2190
1007018,2190
1041829,2190
2576852,2190
1178665,2190
2182972,2190
1330018,2190
3234084,2190
3914332,2190
5155780,2190
97892,154
99204,154
99871,154
103850,154
105151,154
108122,154
110074,154
110099,154
111161,154
107455,154
119807,154
137363,154
183523,154
218817,154
219822,154
270707,154
327056,154
373389,154
345061,154
406375,154
407304,154
430576,154
437232,154
981072,154
425308,154
1623742,154
1413496,154
1932718,154
3577624,154
97892,2253
104376,2253
105107,2253
106464,2253
107091,2253
109504,2253
114127,2253
142231,2253
140397,2253
130623,2253
219105,2253
272152,2253
446046,2253
1142798,2253
1152397,2253
3322940,2253
5826432,2253
97910,1195
104521,1195
113719,1195
114852,1195
115610,1195
118537,1195
119655,1195
234652,1195
279695,1195
279037,1195
346971,1195
455583,1195
758781,1195
899128,1195
970462,1195
1182609,1195
1136688,1195
1337057,1195
1756427,1195
1153546,1195
2039399,1195
2119474,1195
385622,1195
3515632,1195
3849692,1195
5255524,1195
97910,1516
107322,1516
97910,1508
97951,28766
97951,28383
97951,28734
97951,28769
97964,23301
97964,23230
97964,23536
97964,12413
105729,12413
97994,2010
104418,2010
111202,2010
139216,2010
97994,17397
96153,17397
115851,17397
120318,17397
242747,17397
961088,17397
1112097,17397
1737583,17397
97994,5297
286152,5297
1535566,5297
97994,9500
98026,15615
98026,824
100053,824
103923,824
102860,824
105125,824
117450,824
285487,824
780567,824
2518926,824
98026,16951
112255,16951
113048,16951
365653,16951
988043,16951
98026,9189
98136,7021
98136,18586
223384,18586
1276106,18586
2368537,18586
98136,21369
98136,21804
98139,8914
113083,8914
1206285,8914
1543037,8914
98139,10887
98139,7656
460897,7656
926764,7656
1206479,7656
98139,18520
185154,18520
497411,18520
98209,5626
102035,5626
98209,18735
98209,12045
98209,15765
98225,22453
100151,22453
299478,22453
1783422,22453
2327430,22453
98225,1282
104886,1282
105462,1282
120303,1282
273607,1282
844474,1282
98225,926
108518,926
110620,926
116225,926
120402,926
140447,926
165854,926
205461,926
419373,926
1483756,926
1939753,926
1778924,926
1531914,926
3687398,926
4400994,926
98225,17189
99445,17189
420075,17189
98251,19710
101524,19710
104053,19710
98251,177
100802,177
101725,177
102860,177
103303,177
103772,177
105809,177
108162,177
110146,177
111255,177
112641,177
114214,177
116095,177
116827,177
119670,177
120184,177
120587,177
120683,177
164108,177
174204,177
192455,177
200472,177
331468,177
327554,177
412019,177
308055,177
430912,177
1024733,177
468965,177
1322333,177
1426329,177
2069955,177
2258345,177
3056858,177
98251,22176
103186,22176
117883,22176
98251,16481
98252,11657
109384,11657
98252,9321
98252,7824
109384,7824
98252,6764
108471,6764
112716,6764
403439,6764
472521,6764
98257,21068
99720,21068
104391,21068
106922,21068
98257,6118
98257,3158
98257,18100
99720,18100
104391,18100
106922,18100
98261,240
112769,240
187598,240
425186,240
405496,240
1079980,240
2758890,240
6367558,240
98261,20478
105289,20478
98261,1413
104745,1413
390073,1413
1172994,1413
98261,234
160498,234
98321,2611
98321,22408
98321,10159
98321,14796
98325,14045
103128,14045
107863,14045
98325,2906
98325,43552
98325,43554
98368,15909
136983,15909
98368,13266
101273,13266
106504,13266
165773,13266
243255,13266
325191,13266
1736636,13266
98368,19485
101273,19485
168794,19485
1220213,19485
3320502,19485
6269700,19485
3721954,19485
98368,16961
1837508,16961
3924798,16961
98375,304
99528,304
99704,304
99796,304
100661,304
99768,304
109575,304
114125,304
120820,304
144120,304
167215,304
337744,304
387575,304
443693,304
373883,304
860870,304
1148200,304
1484954,304
1262406,304
1196124,304
3280262,304
98375,3625
98375,7471
98375,18611
98407,102
100161,102
101863,102
104073,102
107290,102
107464,102
113303,102
114168,102
116448,102
116629,102
116953,102
119567,102
120701,102
194368,102
219519,102
239395,102
280760,102
315459,102
324619,102
315091,102
425253,102
444628,102
479341,102
889573,102
1488181,102
2392326,102
1628841,102
98407,1256
101811,1256
104036,1256
104237,1256
106537,1256
109779,1256
111454,1256
116240,1256
116745,1256
118964,1256
160429,1256
162661,1256
115675,1256
208988,1256
255605,1256
278731,1256
305999,1256
293508,1256
337697,1256
359078,1256
365183,1256
419256,1256
487907,1256
458072,1256
484881,1256
962736,1256
2404181,1256
4271918,1256
2674454,1256
3171832,1256
3881784,1256
98407,3137
2382422,3137
4447076,3137
98407,6327
139683,6327
318413,6327
98411,19494
110651,19494
115696,19494
98411,21497
98411,4067
98411,15654
98486,13621
98486,8725
98486,13714
98486,13847
1527725,13847
98532,17707
110832,17707
116752,17707
158692,17707
304808,17707
311519,17707
314524,17707
997188,17707
1188992,17707
1508675,17707
3263690,17707
5222918,17707
98532,19867
240425,19867
116752,19867
98532,17188
125981,17188
143350,17188
98532,22766
103228,22766
105777,22766
111648,22766
122787,22766
392869,22766
885415,22766
2956666,22766
3644202,22766
98606,22786
99293,22786
99545,22786
103991,22786
107225,22786
106867,22786
109378,22786
159611,22786
116279,22786
205924,22786
256627,22786
1233578,22786
98606,17693
98606,22132
98623,1117
101635,1117
108334,1117
110115,1117
114857,1117
114928,1117
116508,1117
118870,1117
119718,1117
119305,1117
279889,1117
315459,1117
435770,1117
1396221,1117
3456206,1117
98623,22344
98623,20840
98623,8112
98662,18747
98662,3613
98662,21783
98662,23947
98732,18751
106217,18751
98732,9715
98732,21023
98732,5343
98961,1420
108207,1420
112537,1420
112031,1420
117331,1420
120746,1420
137494,1420
171363,1420
181865,1420
265029,1420
138524,1420
165982,1420
299658,1420
349903,1420
362227,1420
386140,1420
481141,1420
472071,1420
1205535,1420
1132449,1420
1235522,1420
2053463,1420
98961,12780
103168,12780
216911,12780
246278,12780
291400,12780
372824,12780
423877,12780
431827,12780
880440,12780
948535,12780
1194610,12780
1213926,12780
2800356,12780
98961,9707
100440,9707
361769,9707
354356,9707
478687,9707
98961,14559
100496,14559
102667,14559
103103,14559
108290,14559
111543,14559
111600,14559
119038,14559
243493,14559
283883,14559
288276,14559
351795,14559
371907,14559
792975,14559
1566948,14559
2609222,14559
2800356,14559
98966,532
102744,532
103962,532
104283,532
104926,532
119360,532
119501,532
166252,532
218127,532
329390,532
381842,532
401504,532
498360,532
800095,532
431420,532
905345,532
1064884,532
1103153,532
1315216,532
1710573,532
2004262,532
4505830,532
98966,355
99450,355
112499,355
113442,355
120550,355
245341,355
413900,355
419358,355
491722,355
470864,355
1034320,355
1151911,355
1526284,355
4060576,355
4932244,355
98966,842
107478,842
109891,842
110867,842
113682,842
120867,842
289652,842
421108,842
405163,842
951216,842
1007018,842
1822239,842
2756032,842
98966,1361
99005,1361
99850,1361
108174,1361
108473,1361
109936,1361
112549,1361
112854,1361
113089,1361
219519,1361
843868,1361
1340795,1361
3217994,1361
98967,1073
108188,1073
119250,1073
199683,1073
213682,1073
222851,1073
266308,1073
363226,1073
419515,1073
478044,1073
996435,1073
1217243,1073
1462667,1073
1724962,1073
1219827,1073
98967,17601
229499,17601
330501,17601
98967,12299
110008,12299
119698,12299
211413,12299
1135522,12299
456978,12299
98967,12200
98972,16372
104874,16372
106651,16372
131013,16372
127310,16372
133089,16372
98972,13016
99753,13016
106651,13016
127310,13016
98972,17532
98972,12909
127310,12909
98987,806
113935,806
216930,806
98987,375
99054,375
106770,375
109686,375
116130,375
120151,375
120390,375
119560,375
131110,375
282659,375
363728,375
398971,375
1318522,375
1331329,375
1464606,375
1548628,375
2828884,375
3717016,375
5828874,375
98987,17114
101660,17114
98987,1233
102510,1233
110622,1233
98994,484
102820,484
107004,484
113490,484
117665,484
119365,484
120179,484
272207,484
318974,484
478134,484
411323,484
1674775,484
1085492,484
2198241,484
3311988,484
3828858,484
98994,868
102125,868
104107,868
109096,868
116830,868
221218,868
340855,868
206113,868
285727,868
469263,868
882969,868
1105742,868
418586,868
1156067,868
1325723,868
1640486,868
1756851,868
1821549,868
1661820,868
5848714,868
6334884,868
5270948,868
98994,10321
99005,100
99141,100
99726,100
104291,100
104714,100
107501,100
110478,100
112573,100
114148,100
117438,100
118883,100
122151,100
120784,100
120630,100
120753,100
187393,100
207201,100
277434,100
286106,100
314676,100
489037,100
1226273,100
1321860,100
1567609,100
2002718,100
3647498,100
5657846,100
99005,305
103939,305
107091,305
110737,305
113321,305
114272,305
116016,305
119196,305
120873,305
124179,305
120710,305
185014,305
314676,305
348836,305
343663,305
373469,305
425055,305
455989,305
405296,305
422295,305
473488,305
443706,305
371746,305
423977,305
942385,305
821642,305
988045,305
1228705,305
1231583,305
1515091,305
848228,305
1300854,305
1872194,305
2649194,305
2883512,305
2395427,305
3498820,305
2250912,305
4154756,305
99005,12516
99014,6513
99014,13930
99014,4090
99014,18244
99018,1018
110353,1018
116322,1018
231402,1018
1276110,1018
99018,13689
107666,13689
114852,13689
231402,13689
99018,401
100050,401
100758,401
101273,401
108308,401
109368,401
109759,401
114194,401
117777,401
115964,401
116538,401
216799,401
233469,401
388980,401
461703,401
1151833,401
492044,401
1220198,401
808245,401
1303828,401
1314190,401
1462041,401
1465478,401
1551641,401
1709143,401
99018,14050
99026,518
101524,518
104265,518
106393,518
107451,518
110392,518
113394,518
113939,518
113443,518
116118,518
116508,518
127276,518
144688,518
157913,518
158131,518
174741,518
234652,518
243415,518
302531,518
283452,518
326976,518
926037,518
395669,518
1009019,518
1289437,518
1422653,518
1563719,518
1619880,518
1430811,518
1640570,518
1921111,518
2058710,518
2149137,518
2066069,518
2088923,518
2381962,518
2419354,518
2512236,518
1472122,518
1883367,518
2363449,518
2375844,518
2735292,518
3252786,518
5252624,518
3367294,518
5989054,518
4762758,518
2268018,518
99026,390
99197,390
99704,390
99751,390
99300,390
104215,390
109443,390
110357,390
112749,390
116275,390
117450,390
120086,390
120498,390
393597,390
494652,390
1657510,390
4938602,390
65944,390
99026,9908
212304,9908
252133,9908
471094,9908
99026,767
99028,12368
303282,12368
99028,39148
99028,25868
99040,9617
109491,9617
111149,9617
125128,9617
254703,9617
256103,9617
294594,9617
387441,9617
808265,9617
768239,9617
810784,9617
1766175,9617
2889112,9617
99040,13205
99040,9286
