movie_id,genre_id
32271,4
32408,4
33865,4
37566,4
45028,4
56185,4
170232,4
309506,4
803038,4
1090256,4
97118,4
99472,4
99733,4
99878,4
100281,4
100409,4
100477,4
100912,4
101927,4
104361,4
123325,4
142233,4
142240,4
142245,4
154129,4
98481,4
101329,4
101414,4
101583,4
102587,4
102802,4
102812,4
102813,4
107875,4
112545,4
142244,4
159568,4
205070,4
252993,4
1125254,4
1651146,4
84362,4
96866,4
97674,4
101270,4
103639,4
103783,4
104009,4
104254,4
104298,4
104534,4
104604,4
104652,4
105616,4
142237,4
142241,4
144618,4
185481,4
205719,4
240425,4
341011,4
475612,4
475730,4
875155,4
930902,4
2661788,4
99524,4
104285,4
106364,4
106417,4
106547,4
107289,4
107382,4
107688,4
107692,4
107745,4
108069,4
108432,4
108526,4
108598,4
112389,4
124770,4
142238,4
142242,4
142247,4
191173,4
192190,4
108395,4
109162,4
109277,4
109422,4
109553,4
109781,4
109791,4
109872,4
110008,4
110357,4
110763,4
111333,4
111419,4
114563,4
142234,4
142239,4
192578,4
193164,4
242599,4
478361,4
111933,4
112453,4
112513,4
112691,4
112862,4
113198,4
113234,4
113568,4
113799,4
113824,4
114108,4
114148,4
114308,4
114709,4
122264,4
142236,4
142243,4
161981,4
192189,4
192802,4
237400,4
382114,4
1530535,4
110547,4
115509,4
115641,4
116583,4
116683,4
116728,4
117705,4
117876,4
118138,4
122494,4
142250,4
161979,4
163558,4
223503,4
444845,4
118617,4
118829,4
119170,4
119282,4
119471,4
119698,4
127458,4
130860,4
131409,4
142232,4
152979,4
161978,4
168473,4
169590,4
169880,4
196503,4
304072,4
374099,4
406672,4
106446,4
119346,4
120587,4
120623,4
120762,4
120794,4
120800,4
122735,4
127710,4
134067,4
137201,4
156887,4
164917,4
181627,4
190641,4
196502,4
260191,4
279487,4
407924,4
945355,4
965649,4
1796619,4
2304700,4
120363,4
120855,4
120910,4
129167,4
158983,4
160429,4
166090,4
184005,4
187819,4
188506,4
188913,4
193253,4
197467,4
205451,4
206013,4
206312,4
207639,4
210234,4
228459,4
231237,4
239797,4
243558,4
272183,4
293092,4
301082,4
331508,4
377008,4
1067920,4
1623780,4
2488310,4
3651062,4
92020,4
95968,4
119273,4
120630,4
120913,4
120917,4
130623,4
131704,4
138749,4
168856,4
184596,4
208298,4
213203,4
216651,4
219105,4
220099,4
222743,4
229664,4
234588,4
235679,4
250440,4
259974,4
270933,4
275230,4
301083,4
307057,4
414243,4
784145,4
814243,4
1259770,4
117419,4
126029,4
166276,4
173840,4
181739,4
198781,4
206367,4
228687,4
230011,4
245429,4
248808,4
259929,4
265632,4
268397,4
275277,4
278475,4
279079,4
287635,4
291559,4
293416,4
293849,4
293854,4
295152,4
296874,4
298109,4
299040,4
306474,4
312941,4
363277,4
385586,4
416938,4
832449,4
26226,4
88856,4
105654,4
133240,4
166813,4
243017,4
243585,4
259134,4
268380,4
271263,4
275847,4
277909,4
280030,4
282120,4
285627,4
289408,4
291350,4
293093,4
298388,4
299878,4
307050,4
311618,4
314166,4
318819,4
321750,4
331218,4
338176,4
341543,4
346900,4
347618,4
347791,4
351167,4
351382,4
366621,4
374262,4
382602,4
997084,4
1625545,4
1935737,4
79636,4
96880,4
165982,4
243111,4
266543,4
283426,4
286244,4
296619,4
297753,4
304931,4
318155,4
323642,4
328880,4
330801,4
330859,4
337711,4
350934,4
353014,4
366177,4
366178,4
366179,4
368574,4
368575,4
368576,4
368667,4
370754,4
372763,4
372764,4
377770,4
378262,4
382734,4
382868,4
387301,4
388473,4
389074,4
420076,4
827737,4
287670,4
298148,4
299172,4
307453,4
314063,4
317705,4
332318,4
338348,4
339334,4
345950,4
347149,4
347246,4
348121,4
350194,4
355439,4
356634,4
364084,4
381348,4
386820,4
395479,4
398237,4
398872,4
401233,4
403703,4
412936,4
414469,4
415481,4
415853,4
416908,4
435286,4
438105,4
439533,4
440846,4
452039,4
476680,4
109748,4
113138,4
121164,4
211015,4
312004,4
351283,4
358082,4
361089,4
365296,4
371606,4
372238,4
374248,4
385700,4
407121,4
407236,4
424958,4
441787,4
443424,4
448090,4
452226,4
453446,4
455142,4
467923,4
469146,4
484439,4
485323,4
498121,4
498465,4
756639,4
875609,4
2054778,4
298337,4
317219,4
327084,4
342882,4
344854,4
356201,4
366548,4
371552,4
378011,4
381971,4
385880,4
386741,4
396042,4
400717,4
405296,4
405469,4
413895,4
414853,4
419073,4
424095,4
428646,4
429589,4
430779,4
433985,4
438097,4
439123,4
443536,4
447249,4
455499,4
456980,4
465967,4
468445,4
479113,4
480082,4
493247,4
495596,4
496296,4
763304,4
778631,4
780660,4
783521,4
805605,4
808506,4
810644,4
810895,4
815890,4
816562,4
816671,4
820142,4
827498,4
831888,4
851578,4
884819,4
887734,4
938780,4
972542,4
1000095,4
1051713,4
1254975,4
1828247,4
2318505,4
60984,4
63417,4
65794,4
140566,4
140821,4
308353,4
379000,4
382932,4
389790,4
396555,4
413267,4
419704,4
423294,4
437198,4
442933,4
448150,4
453556,4
455326,4
460811,4
461770,4
462538,4
479008,4
489102,4
498525,4
796232,4
808417,4
814106,4
817910,4
836682,4
874952,4
897387,4
905979,4
923811,4
934870,4
945571,4
952640,4
962762,4
970472,4
982856,4
983213,4
983242,4
997274,4
1020990,4
1027743,4
1039902,4
1043842,4
1077274,4
1087858,4
1092385,4
1114718,4
1118665,4
1119194,4
1121794,4
1121969,4
1135522,4
1148261,4
1155650,4
1155651,4
1179773,4
1189893,4
1226251,4
2197863,4
3355694,4
361500,4
397892,4
420238,4
441773,4
451079,4
456978,4
465502,4
475998,4
479952,4
482603,4
486321,4
792978,4
792986,4
863136,4
876563,4
885415,4
910970,4
926036,4
944834,4
951333,4
959324,4
970519,4
970933,4
1029440,4
1056437,4
1073498,4
1086797,4
1087841,4
1095423,4
1118511,4
1155652,4
1160525,4
1174954,4
1185616,4
1185834,4
1193627,4
1210117,4
1233474,4
1245104,4
1247184,4
1254207,4
1259781,4
1260502,4
1277146,4
1278060,4
1279499,4
1282036,4
1282053,4
1285285,4
1288461,4
1305678,4
1305751,4
1317478,4
1323520,4
1334272,4
1334585,4
1339302,4
1343089,4
1352849,4
1506448,4
3355698,4
4161520,4
174834,4
327597,4
375568,4
432283,4
436339,4
472033,4
485601,4
762125,4
780521,4
790799,4
844471,4
858486,4
860906,4
892782,4
940657,4
978762,4
985058,4
1013607,4
1043852,4
1049413,4
1067106,4
1080016,4
1124374,4
1172203,4
1196334,4
1206541,4
1231580,4
1235827,4
1235837,4
1239462,4
1265998,4
1342403,4
1343712,4
1345776,4
1350484,4
1372301,4
1379057,4
1382454,4
1401657,4
1413067,4
1422651,4
1425244,4
1433540,4
1433915,4
1455195,4
1455209,4
1460738,4
1461418,4
1468322,4
1468843,4
1474276,4
1474311,4
1476250,4
1482967,4
1485763,4
1487280,4
1488591,4
1490530,4
1492151,4
1499213,4
1520380,4
1520392,4
1526300,4
1543920,4
1570964,4
54854,4
85448,4
85816,4
398286,4
435761,4
765465,4
775489,4
892769,4
892791,4
915463,4
940656,4
1001526,4
1109488,4
1179947,4
1213012,4
1219342,4
1230204,4
1235830,4
1272051,4
1302067,4
1323594,4
1323941,4
1352765,4
1375309,4
1468321,4
1483797,4
1506940,4
1523317,4
1535430,4
1546036,4
1557200,4
1563725,4
1567247,4
1568921,4
1572781,4
1587157,4
1590103,4
1606636,4
1607568,4
1618435,4
1620446,4
1620449,4
1625075,4
1632481,4
1646926,4
1663145,4
1669698,4
1673702,4
1677561,4
1679215,4
1679332,4
1679583,4
1679681,4
1690470,4
1690483,4
1691338,4
1692197,4
1701992,4
1702433,4
1703049,4
1715210,4
1720261,4
1725156,4
1726286,4
1726641,4
1727587,4
1729501,4
1734113,4
1753855,4
1754177,4
1754455,4
1787092,4
1796657,4
1814643,4
1830748,4
1857816,4
2023694,4
2095646,4
2114058,4
2170086,4
2368669,4
25477,4
34841,4
377981,4
448694,4
472181,4
843358,4
844993,4
961097,4
983193,4
986361,4
1192628,4
1216475,4
1302011,4
1305591,4
1355638,4
1361566,4
1374985,4
1374990,4
1402488,4
1411704,4
1429433,4
1430607,4
1436562,4
1449283,4
1517489,4
1537314,4
1549172,4
1566528,4
1615918,4
1629374,4
1635656,4
1696192,4
1739212,4
1757912,4
1776196,4
1798188,4
1808454,4
1809274,4
1814743,4
1821680,4
1822239,4
1825918,4
1827536,4
1828229,4
1839494,4
1843214,4
1849027,4
1850374,4
1863330,4
1865375,4
1880984,4
1891769,4
1891905,4
1922736,4
1924365,4
1959325,4
1961324,4
1971466,4
1996223,4
1999167,4
2005363,4
2033372,4
2040565,4
2048804,4
2050634,4
2061702,4
2078648,4
2086830,4
2100546,4
2115386,4
2124046,4
2132486,4
2141789,4
2160163,4
2234550,4
2305348,4
2615666,4
3868344,4
249516,4
371596,4
837562,4
856797,4
860907,4
974662,4
1142977,4
1172587,4
1217209,4
1217213,4
1235926,4
1277953,4
1321862,4
1407052,4
1430626,4
1446192,4
1482459,4
1488181,4
1614955,4
1623288,4
1655413,4
1667889,4
1709652,4
1753496,4
1764625,4
1772341,4
1816518,4
1829747,4
1853614,4
1856053,4
1891845,4
1920996,4
1946347,4
1957945,4
1969151,4
1978567,4
2064704,4
2077908,4
2078523,4
2085930,4
2093997,4
2095004,4
2112281,4
2137792,4
2140203,4
2145782,4
2162565,4
2168938,4
2175842,4
2190193,4
2194724,4
2205948,4
2210479,4
2214807,4
2241083,4
2243469,4
2243621,4
2248068,4
2252388,4
2253947,4
2279314,4
2288005,4
2290828,4
2296819,4
2299368,4
2309977,4
2318440,4
2323723,4
2328505,4
2332523,4
2340678,4
2358911,4
2372335,4
2375379,4
2388725,4
2391009,4
2391821,4
2394627,4
2395337,4
2396690,4
2397521,4
2403867,4
2423504,4
2431934,4
2434578,4
2446108,4
2549540,4
2592484,4
2630526,4
2650548,4
2664910,4
2676810,4
2765306,4
3028018,4
3667674,4
481499,4
765446,4
848537,4
1049406,4
1340803,4
1453405,4
1487931,4
1559036,4
1621039,4
1634003,4
1639826,4
1690953,4
1691917,4
1693039,4
1705952,4
1744776,4
1762399,4
1817287,4
1821641,4
1860353,4
1869724,4
1947964,4
1978599,4
1979172,4
1985966,4
2013293,4
2017020,4
2073520,4
2077703,4
2231208,4
2263944,4
2294629,4
2296935,4
2312262,4
2358913,4
2368672,4
2374144,4
2387443,4
2421764,4
2446040,4
2457282,4
2499534,4
2573198,4
2576852,4
2591814,4
2616880,4
2630134,4
2636124,4
2652476,4
2659374,4
2668134,4
2704454,4
2753048,4
2769896,4
2774210,4
2783020,4
2788526,4
2807626,4
2819436,4
2908228,4
2918988,4
2946582,4
2967286,4
2972520,4
2980764,4
2981768,4
2983564,4
2990836,4
3001186,4
3017864,4
3091272,4
3107228,4
3148834,4
3159812,4
3198698,4
3241196,4
3254454,4
3257582,4
3298820,4
3306776,4
3338434,4
3382202,4
3392330,4
3611432,4
51471,4
84881,4
498351,4
777905,4
787474,4
864835,4
884726,4
1181840,4
1254956,4
1490017,4
1646971,4
1702437,4
1778342,4
1821658,4
1865505,4
1911658,4
2062622,4
2066048,4
2231489,4
2245084,4
2262227,4
2357291,4
2361846,4
2371399,4
2766004,4
2857458,4
2859246,4
2911342,4
2961890,4
2980706,4
3043542,4
3178174,4
3183630,4
3203054,4
3214002,4
3246908,4
3293158,4
3300814,4
3331846,4
3336368,4
3350724,4
3398268,4
3471320,4
3473654,4
3477554,4
3526408,4
3528906,4
3529198,4
3565904,4
3579524,4
3595550,4
3600950,4
3638012,4
3643208,4
3643216,4
3646316,4
3646944,4
3682556,4
3689498,4
3696774,4
3717532,4
3723996,4
3750826,4
3759416,4
3824344,4
3897080,4
3918368,4
3921852,4
4016942,4
4075578,4
4147830,4
4168188,4
4189294,4
5120322,4
189160,4
1331294,4
1332537,4
1472122,4
1512222,4
1640718,4
1736313,4
1754656,4
1856057,4
1979388,4
2096673,4
2141773,4
2224026,4
2262345,4
2279373,4
2293640,4
2452042,4
2510894,4
2872750,4
2974918,4
3011816,4
3411432,4
3422078,4
3454574,4
3500068,4
3615204,4
3625354,4
3637028,4
3653650,4
3689910,4
3700456,4
3728746,4
3819668,4
3824386,4
3858372,4
3896100,4
4001992,4
4007502,4
4137924,4
4171032,4
4172096,4
4191054,4
4215332,4
4219130,4
4229236,4
4235644,4
4272866,4
4306116,4
4337072,4
4450396,4
4489416,4
4503906,4
4544278,4
4618398,4
4636194,4
4644382,4
4661600,4
4688658,4
4693418,4
4831682,4
4840666,4
4920274,4
4926026,4
4938602,4
4955162,4
4957236,4
5062438,4
5095510,4
5119598,4
5143700,4
5172306,4
5184298,4
5234428,4
5973984,4
6057856,4
6478218,4
216434,4
1594972,4
1679335,4
1700841,4
1725969,4
1920885,4
1985949,4
2261287,4
2267968,4
2277860,4
2321405,4
2396224,4
2401878,4
2709768,4
2822672,4
2865120,4
2948356,4
3138698,4
3239136,4
3416828,4
3470600,4
3521164,4
3666024,4
3746824,4
3763866,4
3829254,4
3845670,4
3965660,4
4273562,4
4302938,4
4624424,4
4685554,4
4695548,4
4731008,4
4769824,4
4788934,4
4853102,4
4874696,4
4955294,4
4981636,4
5084196,4
5161658,4
5251328,4
5293824,4
5311514,4
5315110,4
5323662,4
5333518,4
5358978,4
5480340,4
5510182,4
5526028,4
5538568,4
5559726,4
5569618,4
5574372,4
5595168,4
5599918,4
5613056,4
5653084,4
5698496,4
5749224,4
5770430,4
5807512,4
5873098,4
5894778,4
5898034,4
5923962,4
5954304,4
5973626,4
5981110,4
6037818,4
6176078,4
6243606,4
6528206,4
211729,4
756316,4
2091256,4
2380307,4
2398241,4
3014284,4
3228088,4
3262342,4
3411444,4
3469046,4
3486626,4
3606752,4
3615160,4
3823116,4
3874544,4
3896102,4
3901826,4
4105584,4
4116284,4
4131800,4
4181270,4
4466894,4
4587656,4
4729560,4
4835618,4
4877122,4
5004766,4
5084198,4
5116410,4
5257726,4
5452780,4
5544384,4
5584796,4
5692622,4
5715410,4
5731132,4
5776208,4
5851904,4
6067832,4
6131712,4
6267732,4
6317962,4
6335734,4
6336356,4
6389344,4
6536944,4
6556890,4
6574146,4
6595896,4
6932742,4
6945882,4
6969946,4
6977240,4
7042082,4
3387444,4
4717402,4
6451304,4
32271,21
32408,21
33865,21
37566,21
45028,21
56185,21
91865,21
98962,21
130515,21
132722,21
170232,21
209453,21
222664,21
253881,21
274518,21
309506,21
313422,21
315488,21
334960,21
803038,21
1090256,21
1349452,21
1918662,21
2316325,21
3145026,21
4209244,21
93961,21
97118,21
97564,21
99668,21
100409,21
104361,21
123325,21
154129,21
778652,21
98481,21
101349,21
102083,21
103301,21
252993,21
271049,21
277187,21
1651146,21
57680,21
84362,21
97674,21
101270,21
104534,21
144618,21
205719,21
218871,21
341011,21
475612,21
475730,21
782847,21
104285,21
105355,21
106757,21
108598,21
129805,21
281228,21
316342,21
52338,21
109049,21
109422,21
109609,21
109820,21
110150,21
159241,21
179624,21
478361,21
1649328,21
2287418,21
66127,21
69535,21
72902,21
82050,21
84046,21
109673,21
111933,21
112691,21
112990,21
113642,21
113676,21
114044,21
114308,21
122264,21
234401,21
262234,21
313618,21
321782,21
360377,21
6039802,21
56884,21
110547,21
114583,21
163558,21
119194,21
119682,21
120327,21
122467,21
130514,21
130860,21
131409,21
225434,21
326325,21
351080,21
374099,21
106446,21
120661,21
127710,21
133090,21
181588,21
197626,21
291015,21
1259773,21
2304700,21
14406,21
85548,21
108181,21
114884,21
159423,21
188913,21
197467,21
202493,21
203523,21
206312,21
206341,21
207639,21
212579,21
226168,21
226648,21
239797,21
241824,21
336699,21
2488310,21
3144708,21
3651062,21
68856,21
92020,21
95968,21
130445,21
167319,21
167464,21
174719,21
175001,21
219105,21
219964,21
222743,21
234588,21
234889,21
236398,21
252966,21
260948,21
266861,21
307057,21
1259770,21
51561,21
81245,21
117419,21
182014,21
233105,21
248808,21
278475,21
279079,21
280105,21
283326,21
283875,21
283994,21
285104,21
285930,21
286151,21
289477,21
296874,21
331189,21
340078,21
347228,21
385586,21
1255901,21
6953854,21
26226,21
52330,21
88856,21
153301,21
298934,21
303331,21
306714,21
311146,21
321750,21
331218,21
331560,21
338111,21
338353,21
338768,21
339976,21
340258,21
340398,21
340732,21
341543,21
343827,21
347840,21
351167,21
351382,21
382602,21
388937,21
1935737,21
41842,21
78503,21
79636,21
95590,21
96880,21
109283,21
211083,21
243111,21
259737,21
298597,21
298737,21
330801,21
343992,21
345672,21
347623,21
350934,21
365082,21
366177,21
366178,21
366179,21
368574,21
368575,21
368576,21
370754,21
372289,21
372764,21
374526,21
377770,21
378031,21
382734,21
387301,21
388534,21
398259,21
406501,21
420181,21
57324,21
58025,21
58026,21
114097,21
284060,21
284061,21
287670,21
353168,21
355439,21
393435,21
395479,21
397693,21
397696,21
401703,21
409799,21
412936,21
414469,21
415853,21
425458,21
431126,21
438105,21
439676,21
440846,21
442001,21
497204,21
1844784,21
35022,21
60594,21
61023,21
109748,21
111339,21
113138,21
211015,21
321780,21
438575,21
441787,21
442947,21
443424,21
443513,21
460946,21
467485,21
469146,21
479164,21
483437,21
484439,21
485147,21
491795,21
493428,21
495241,21
498121,21
756639,21
36621,21
139726,21
